address,city,state,zip, price , sqft ,bedrooms,bathrooms,property age,parking,heating,basement,attic,green_bldg,age_in_years, price_per_sqft ,seller_rating,sale_type,price_range,cluster,property_score
1430 Laurel Dr,Sewickley,PA,15143,"$974,800.00 ",,3,5,1956,0,0,0,0,0,61,,4,Townhouse,$500k - $1m,cluster3,One
590 Beaver St,Sewickley,PA,15143,"$965,000.00 ",,0,,1970,1,1,0,0,0,47,,3.3,House,$500k - $1m,cluster2,Three
100 Vista Circle 506 # 506,O_Hara,PA,15238,"$961,740.00 ",,3,4,1990,1,1,0,1,1,,,4.2,Condo,$500k - $1m,cluster2,Three
3016 Fallbrook Dr,Coraopolis,PA,15108,"$950,000.00 ","4,500",4,5,1985,0,0,0,1,1,32,$211.11 ,3.1,House,$500k - $1m,cluster6,Three
670 Beatty Rd,Monroeville,PA,15146,"$950,000.00 ",,0,,1955,1,1,0,1,1,62,,4.9,House,$500k - $1m,cluster2,Four
335 Red Oak Ct,Monroeville,PA,15146,"$950,000.00 ","6,000",3,4,1968,0,1,1,1,0,49,$158.33 ,4.9,House,$500k - $1m,cluster1,Three
5126 Westminster Pl,Pittsburgh,PA,15232,"$950,000.00 ","10,890",,,2002,1,1,1,1,0,15,$87.24 ,3.9,Lot/Land,$500k - $1m,cluster4,Two
7943 Dollman Rd,Pittsburgh,PA,15235,"$950,000.00 ",,7,5,1917,0,1,0,1,1,100,,3.5,House,$500k - $1m,cluster1,Four
835 Old Mill Rd,Pittsburgh,PA,15238,"$950,000.00 ","4,821",5,6,2001,0,0,1,0,0,16,$197.05 ,2.3,House,$500k - $1m,cluster3,One
201 Ridgehaven Ln,Pittsburgh,PA,15238,"$950,000.00 ","5,421",5,4,1937,0,0,1,1,0,80,$175.24 ,4.7,House,$500k - $1m,cluster4,Two
232 Linden Ct,Sewickley,PA,15143,"$949,500.00 ",,4,4,1991,1,1,1,1,1,26,,3.1,House,$500k - $1m,cluster6,Three
1244 Southgate Dr,Pittsburgh,PA,15241,"$938,000.00 ",,5,4,1959,0,0,0,0,1,58,,3.4,House,$500k - $1m,cluster3,One
5000 Silent Meadow Ct Lot 11,Glenshaw,PA,15116,"$925,000.00 ",,4,4,1942,0,1,1,0,1,75,,3.1,House,$500k - $1m,cluster2,Three
1030 Saint Mellion Dr,Presto,PA,15142,"$925,000.00 ",,5,6,1913,1,0,1,1,0,104,,3.4,House,$500k - $1m,cluster4,Two
7110 Woodhall Ct,Presto,PA,15142,"$925,000.00 ",,4,5,1938,1,0,0,0,0,79,,4,House,$500k - $1m,cluster3,One
25 Lewin Ln,Pittsburgh,PA,15235,"$925,000.00 ",,6,4,1980,1,1,0,0,0,37,,0.2,House,$500k - $1m,cluster2,Three
817 Elm Spring Rd,Pittsburgh,PA,15243,"$925,000.00 ",,3,3,1972,0,1,0,1,1,45,,4.9,House,$500k - $1m,cluster1,Three
9700 Foxgrove Ln,Allison Park,PA,15101,"$924,900.00 ","4,400",5,5,2011,1,0,1,1,1,6,$210.20 ,3,House,$500k - $1m,cluster6,Three
0 Mckee,White Oak,PA,15131,"$900,000.00 ",,,,2007,0,0,0,1,0,10,,4,Lot/Land,$500k - $1m,cluster1,Four
11 Oxford Rd,Pittsburgh,PA,15202,"$899,900.00 ",,5,5,2005,1,0,0,0,0,12,,1.6,House,$500k - $1m,cluster3,One
6212 Howe St,Pittsburgh,PA,15206,"$899,900.00 ","3,288",4,4,1977,1,1,1,1,1,40,$273.69 ,4.3,House,$500k - $1m,cluster6,Three
4035 Liberty Ave # 410,Bloomfield,PA,15224,"$899,900.00 ",,3,3,1978,0,1,1,0,0,,,4.1,Condo,$500k - $1m,cluster3,One
4035 Liberty Avenue 410 # 410,Pittsburgh,PA,15224,"$899,900.00 ",,3,3,2008,0,1,0,0,1,9,,0.4,Townhouse,$500k - $1m,cluster2,Three
2320 Morrow Rd,Pittsburgh,PA,15241,"$899,900.00 ","5,544",5,8,1946,1,0,0,1,0,71,$162.32 ,0.3,House,$500k - $1m,cluster4,Two
138 Oakhurst Rd,Pittsburgh,PA,15215,"$899,000.00 ","5,195",4,5,1915,0,0,1,1,1,102,$173.05 ,4.3,House,$500k - $1m,cluster6,Three
620 S Negley Ave,Pittsburgh,PA,15232,"$899,000.00 ","4,585",4,4,1944,0,1,0,0,1,73,$196.07 ,3.9,House,$500k - $1m,cluster2,Three
101 Hohman Ln,Pittsburgh,PA,15237,"$899,000.00 ","4,634",6,5,1939,1,1,1,1,0,78,$194.00 ,3.8,House,$500k - $1m,cluster4,Two
108 Dogwood Ln,Blawnox,PA,15238,"$899,000.00 ",,4,5,1960,1,0,0,0,1,,,5,House,$500k - $1m,cluster2,Four
2363 Golfview Dr,Pittsburgh,PA,15241,"$899,000.00 ",,4,6,1941,1,1,1,0,1,76,,4.1,House,$500k - $1m,cluster2,Three
501 Grandview Ave # 3001,Pittsburgh,PA,15211,"$898,800.00 ","2,000",2,3,2004,1,0,1,1,0,13,$449.40 ,4,Condo,$500k - $1m,cluster4,Two
144 Riding Trail Ln,Pittsburgh,PA,15215,"$897,900.00 ",,4,4,1968,0,0,0,1,1,49,,3.6,House,$500k - $1m,cluster6,Three
45 Pleasant View Ln,Pittsburgh,PA,15238,"$895,000.00 ",,4,4,1941,0,0,0,1,0,76,,4.8,House,$500k - $1m,cluster1,Four
111 Pheasant Ln,Plum Boro,PA,15239,"$895,000.00 ",,3,3,1956,1,1,0,0,0,,,3.6,House,$500k - $1m,cluster2,Three
707 The Gardens Dr,Pittsburgh,PA,15238,"$890,000.00 ",,3,2,1928,1,1,0,1,0,89,,3.5,Condo,$500k - $1m,cluster1,Four
61 Mallard Dr,Pittsburgh,PA,15238,"$890,000.00 ",,,,1903,0,1,0,1,0,114,,4.2,Lot/Land,$500k - $1m,cluster1,Four
1003 Elmhurst Rd,Pittsburgh,PA,15215,"$889,000.00 ",,6,4,1974,1,0,0,1,0,43,,0.1,House,$500k - $1m,cluster4,Two
7091 Pinehurst Dr,Presto,PA,15142,"$884,900.00 ",,4,4,1998,0,1,1,1,1,19,,4.9,House,$500k - $1m,cluster6,Four
922-924 Beaver St,Sewickley,PA,15143,"$879,000.00 ",,14,7,1977,0,1,0,1,1,40,,4.7,House,$500k - $1m,cluster1,Three
1130 Saint Mellion Dr,Presto,PA,15142,"$875,000.00 ","3,840",5,6,1942,0,1,1,0,0,75,$227.86 ,4.6,House,$500k - $1m,cluster3,One
1422 Beechwood Blvd,Pittsburgh,PA,15217,"$875,000.00 ","3,500",3,4,1953,0,0,1,0,0,64,$250.00 ,4,Condo,$500k - $1m,cluster3,One
610 Pitcairn Pl,Pittsburgh,PA,15232,"$875,000.00 ",,5,5,1925,1,1,1,1,1,92,,3.4,House,$500k - $1m,cluster6,Three
322 Red Oak Ct,Monroeville,PA,15146,"$850,000.00 ",,4,6,1947,0,0,1,0,1,70,,2.9,House,$500k - $1m,cluster6,Three
300 Chaucer Ct N,Sewickley,PA,15143,"$850,000.00 ","3,472",4,4,1965,1,0,0,1,0,52,$244.82 ,4.2,House,$500k - $1m,cluster4,Two
1417 Alabama Ave,Pittsburgh,PA,15216,"$849,900.00 ",,0,,1915,0,0,1,1,1,102,,3.9,House,$500k - $1m,cluster6,Three
501 Old Orchard Trl,Pittsburgh,PA,15238,"$849,900.00 ",,5,6,1931,0,1,0,1,0,86,,3.9,House,$500k - $1m,cluster1,Four
6104 Kentucky Ave,Pittsburgh,PA,15206,"$849,000.00 ","3,497",5,4,1997,1,1,1,0,1,20,$242.78 ,5,House,$500k - $1m,cluster2,Four
2 Twin Pine Ct,Pittsburgh,PA,15215,"$849,000.00 ",,4,5,1938,1,1,0,1,0,79,,3.1,House,$500k - $1m,cluster1,Three
611 Berkshire Dr,Pittsburgh,PA,15215,"$849,000.00 ",,4,5,1954,1,1,0,0,1,63,,1,House,$500k - $1m,cluster2,Four
1050 Fox Chapel Rd,Pittsburgh,PA,15238,"$849,000.00 ",,4,4,1957,1,0,1,0,1,60,,3.4,House,$500k - $1m,cluster6,Three
621 Woodvalley Dr,Pittsburgh,PA,15238,"$849,000.00 ",,4,5,1945,1,1,1,0,1,72,,3.4,House,$500k - $1m,cluster2,Three
30 Wilson Dr,Ben Avon Heights,PA,15202,"$839,000.00 ","3,937",5,6,1903,1,1,1,1,1,,$213.11 ,5,House,$500k - $1m,cluster6,Three
690 Country Club Dr,Pittsburgh,PA,15228,"$829,990.00 ","3,987",4,4,2012,0,0,0,0,0,5,$208.17 ,3.7,New Construction,$500k - $1m,cluster3,One
125 S Lexington Ave,Pittsburgh,PA,15208,"$829,000.00 ",,5,4,1933,1,1,0,0,1,84,,3.8,House,$500k - $1m,cluster2,Three
621 Twin Pine Rd,Pittsburgh,PA,15215,"$829,000.00 ","3,808",4,5,1931,0,1,1,0,1,86,$217.70 ,3.1,House,$500k - $1m,cluster2,Four
234 Broad St,Sewickley,PA,15143,"$825,000.00 ",,4,5,2003,0,0,0,1,0,14,,2.2,House,$500k - $1m,cluster1,Three
95 Quail Hill Rd,Pittsburgh,PA,15238,"$819,900.00 ",,4,5,1943,0,1,0,1,1,74,,2.6,House,$500k - $1m,cluster1,Three
2089 Hycroft Dr,Pittsburgh,PA,15241,"$819,000.00 ","3,847",4,4,1978,1,0,0,1,1,39,$212.89 ,3.1,House,$500k - $1m,cluster6,Three
Seavey Rd,Pittsburgh,PA,15209,"$817,000.00 ","2,601",3,1,1990,1,0,0,0,0,27,$314.11 ,1.9,Auction,$500k - $1m,cluster5,Five
686 Country Club Dr,Pittsburgh,PA,15228,"$809,990.00 ","3,600",4,4,1925,1,0,1,1,1,92,$225.00 ,2.6,New Construction,$500k - $1m,cluster6,Three
695 Country Club Dr,Pittsburgh,PA,15228,"$809,990.00 ","3,600",4,4,1910,0,0,0,1,1,107,$225.00 ,3.2,New Construction,$500k - $1m,cluster6,Three
42 Windom Hill Pl,Pittsburgh,PA,15203,"$803,000.00 ",,3,3,2005,0,1,1,1,0,12,,3.5,Townhouse,$500k - $1m,cluster1,Four
149 Backbone Rd,Sewickley,PA,15143,"$800,000.00 ","3,433",4,3,2005,1,1,0,1,1,12,$233.03 ,4.6,House,$500k - $1m,cluster2,Four
Lt 201/204 Barberry Ln,Upper St. Clair,PA,15241,"$799,999.00 ",,4,4,1904,1,0,1,1,1,,,4.3,House,$500k - $1m,cluster6,Three
4466 Middle Rd,Allison Park,PA,15101,"$799,900.00 ",,6,6,1997,1,1,0,0,0,20,,3.5,House,$500k - $1m,cluster2,Three
331 Red Oak Ct,Monroeville,PA,15146,"$799,900.00 ","3,304",4,7,1930,0,0,1,1,0,87,$242.10 ,4.3,House,$500k - $1m,cluster4,Two
1801 Cheviot Rd,Franklin Park,PA,15143,"$799,900.00 ",,4,4,1906,0,1,0,0,0,111,,0.1,House,$500k - $1m,cluster3,One
235 Elwick St,Sewickley,PA,15143,"$799,900.00 ",,5,4,1911,0,0,1,0,1,106,,3.3,House,$500k - $1m,cluster6,Three
537 N Neville 3G # 3G,Oakland,PA,15213,"$799,900.00 ",,2,2,1997,1,1,0,1,1,,,3.7,Condo,$500k - $1m,cluster2,Three
5 Widgeon Dr,Pittsburgh,PA,15238,"$799,900.00 ","4,169",4,5,1984,1,0,1,1,0,33,$191.87 ,4.7,House,$500k - $1m,cluster4,Two
322 Church Ln,Pittsburgh,PA,15238,"$799,900.00 ",,4,5,2009,0,0,0,1,1,8,,3.3,House,$500k - $1m,cluster6,Three
1340 High Oak Ct,Pittsburgh,PA,15241,"$799,900.00 ","4,846",5,7,1986,1,0,0,0,0,31,$165.06 ,3.4,House,$500k - $1m,cluster3,One
4396 Middle Rd,Allison Park,PA,15101,"$799,000.00 ","5,450",6,6,1922,1,1,0,0,0,95,$146.61 ,4.4,House,$500k - $1m,cluster2,Three
3281 Long Meadow Dr # 58,Allison Park,PA,15101,"$799,000.00 ",,5,5,1990,0,0,1,0,1,27,,3.9,Condo,$500k - $1m,cluster6,Three
308 Meadow Ln,Sewickley,PA,15143,"$799,000.00 ","3,641",5,4,1919,0,1,1,1,0,98,$219.45 ,4.1,House,$500k - $1m,cluster1,Three
411 Woodland Rd,Sewickley,PA,15143,"$799,000.00 ","2,973",4,4,1930,0,0,0,0,0,87,$268.75 ,1.3,House,$500k - $1m,cluster3,One
309 Quaker Rd,Sewickley,PA,15143,"$799,000.00 ","3,288",5,5,2012,0,1,1,1,1,5,$243.00 ,4.7,House,$500k - $1m,cluster6,Three
1601 Fieldstone Ln,Sewickley,PA,15143,"$799,000.00 ","4,684",5,5,1904,0,1,1,1,0,113,$170.58 ,3.4,House,$500k - $1m,cluster1,Three
6956 Blenheim Ct,Pittsburgh,PA,15208,"$799,000.00 ","2,413",5,4,1976,1,0,1,1,0,41,$331.12 ,2.4,House,$500k - $1m,cluster4,Two
6220 Mellon Park Ct,Pittsburgh,PA,15232,"$799,000.00 ",,4,3,1901,0,0,1,1,1,116,,0.2,House,$500k - $1m,cluster6,Three
1512 Fox Chapel Rd,Pittsburgh,PA,15238,"$799,000.00 ",,0,,2008,0,0,1,1,0,9,,3.7,Lot/Land,$500k - $1m,cluster4,Two
874 Field Club Rd,Pittsburgh,PA,15238,"$798,000.00 ",,4,4,1956,1,0,1,0,1,61,,3.4,House,$500k - $1m,cluster6,Four
2333 Southampton Dr,Pittsburgh,PA,15241,"$795,000.00 ",,5,6,1960,1,0,0,0,0,57,,3.5,House,$500k - $1m,cluster3,Two
1351 Redfern Dr,Pittsburgh,PA,15241,"$790,000.00 ","7,000",6,5,1930,1,0,1,0,0,87,$112.86 ,3.3,House,$500k - $1m,cluster4,Two
2542 Edgewood Dr,Upper St Clair,PA,15241,"$789,900.00 ",,4,4,1912,1,0,1,0,0,,,3.3,House,$500k - $1m,cluster4,Two
2341 Engelwood Dr,Pittsburgh,PA,15241,"$789,900.00 ","5,300",5,4,2009,0,1,1,1,1,8,$149.04 ,4,House,$500k - $1m,cluster6,Three
501 Grandview Ave # 3002,Mt Washington,PA,15211,"$788,888.00 ",,3,2,1986,0,0,1,0,0,,,1.7,New Construction,$500k - $1m,cluster3,One
311 Church Ln,Sewickley,PA,15143,"$788,600.00 ","2,308",4,5,2004,1,0,0,1,1,13,$341.68 ,4.5,House,$500k - $1m,cluster6,Three
709 Ridgefield Ave,Pittsburgh,PA,15216,"$785,000.00 ",,5,5,1924,0,0,0,1,0,93,,2.1,House,$500k - $1m,cluster1,Four
214 Highland Rd,Blawnox,PA,15238,"$785,000.00 ","4,188",4,4,1989,1,0,0,1,1,,$187.44 ,4,House,$500k - $1m,cluster6,Three
6317 Kentucky Ave,Pittsburgh,PA,15206,"$779,000.00 ","3,578",5,4,1901,0,1,0,0,1,116,$217.72 ,3.5,House,$500k - $1m,cluster2,Four
1446 Peterson Pl,Pittsburgh,PA,15241,"$779,000.00 ","3,929",5,7,1993,1,1,0,0,1,24,$198.27 ,0.8,House,$500k - $1m,cluster2,Three
7 Harvester Ct,Sewickley,PA,15143,"$775,000.00 ","4,348",4,4,1912,1,0,0,1,0,105,$178.24 ,4.7,House,$500k - $1m,cluster4,Two
6358 Aurelia St,Pittsburgh,PA,15206,"$775,000.00 ","2,742",5,4,2001,1,0,1,0,0,16,$282.64 ,3.9,House,$500k - $1m,cluster4,Three
5613 Howe St,Pittsburgh,PA,15232,"$775,000.00 ",,4,4,1909,1,1,0,1,1,108,,1.7,House,$500k - $1m,cluster2,Three
316 Peebles St,Sewickley,PA,15143,"$769,000.00 ","2,916",4,3,1951,1,0,1,1,1,66,$263.72 ,2,House,$500k - $1m,cluster6,Three
1239 Southgate Dr,Pittsburgh,PA,15241,"$769,000.00 ",,5,6,1998,1,1,0,0,0,19,,3.7,House,$500k - $1m,cluster2,Three
440 William St,Mount Washington,PA,15211,"$767,000.00 ",,,,1933,0,0,0,1,0,,,3.5,Lot/Land,$500k - $1m,cluster1,Three
522 Boundary St,Sewickley,PA,15143,"$765,000.00 ",,3,3,1984,1,0,1,1,1,33,,4,House,$500k - $1m,cluster6,Four
399 Bailey Ave,Pittsburgh,PA,15211,"$760,000.00 ","1,000",0,,1905,1,1,0,1,0,112,$760.00 ,3.1,Apartment,$500k - $1m,cluster1,Four
102 Millstone Ln,Pittsburgh,PA,15238,"$760,000.00 ",,4,5,1993,0,1,1,1,1,24,,3.2,House,$500k - $1m,cluster6,Three
5 Kevin Dr,Sewickley,PA,15143,"$759,000.00 ","4,590",5,5,2014,0,0,1,1,0,3,$165.36 ,1.9,House,$500k - $1m,cluster4,Two
100 Vista Circle 515 # 515,O_Hara,PA,15238,"$757,575.00 ",,3,3,1987,1,0,1,1,0,,,4,Condo,$500k - $1m,cluster4,Two
166 39Th St,Pittsburgh,PA,15201,"$750,000.00 ","3,900",0,,1947,1,0,0,1,1,70,$192.31 ,4.6,For Sale by Owner,$500k - $1m,cluster6,Three
220 38Th St,Pittsburgh,PA,15201,"$750,000.00 ",,3,4,1933,1,1,1,1,1,84,,2.1,New Construction,$500k - $1m,cluster6,Three
100 Denniston Ave 431 # 431,Shadyside,PA,15206,"$750,000.00 ",,3,3,1969,1,0,0,1,0,,,3.2,Condo,$500k - $1m,cluster4,Two
600 Berkshire Dr,Pittsburgh,PA,15215,"$750,000.00 ",,4,4,1912,0,1,1,0,0,105,,1.5,House,$500k - $1m,cluster3,One
901 W Waldheim Rd,Pittsburgh,PA,15215,"$750,000.00 ",,6,4,1944,1,1,0,1,0,73,,3.7,House,$500k - $1m,cluster1,Three
1520 Shady Ave,Pittsburgh,PA,15217,"$750,000.00 ",,5,3,2004,0,0,0,0,1,13,,1.5,House,$500k - $1m,cluster3,One
1162 Murrayhill Ave,Pittsburgh,PA,15217,"$750,000.00 ","2,795",5,3,2004,1,1,0,0,1,13,$268.34 ,0.5,House,$500k - $1m,cluster2,Four
850 Hulton Rd,Oakmont,PA,15139,"$749,900.00 ","3,327",5,4,1942,0,0,0,0,1,75,$225.40 ,3.1,House,$500k - $1m,cluster3,One
1120 Harvard Rd,Pittsburgh,PA,15205,"$749,900.00 ",,4,4,1971,0,0,1,1,1,46,,3.5,House,$500k - $1m,cluster6,Three
924 Beech Ave,Pittsburgh,PA,15233,"$749,900.00 ",,6,3,1900,1,1,0,1,1,117,,4.5,House,$500k - $1m,cluster2,Four
170 Seegar Rd,Pittsburgh,PA,15241,"$749,900.00 ","3,200",3,3,2013,1,1,0,0,1,4,$234.34 ,4.2,House,$500k - $1m,cluster2,Three
104 Lamar Rd,Pittsburgh,PA,15241,"$749,900.00 ",,4,5,1946,1,1,1,0,0,71,,4.4,House,$500k - $1m,cluster2,Four
2164 Truxton Dr,Pittsburgh,PA,15241,"$749,900.00 ","3,720",5,6,1987,0,1,0,0,1,30,$201.59 ,4.2,House,$500k - $1m,cluster2,Three
213 Lytton Ave,Pittsburgh,PA,15213,"$749,000.00 ","2,662",5,4,2006,1,1,1,1,0,11,$281.37 ,2.9,House,$500k - $1m,cluster4,Two
75 Waterfront Dr,Pittsburgh,PA,15222,"$749,000.00 ","2,600",3,4,1985,1,0,1,1,1,32,$288.08 ,4.6,Townhouse,$500k - $1m,cluster6,Three
Fruitwood Dr,Bethel Park,PA,15102,"$746,000.00 ","1,418",3,2,1977,1,0,0,1,1,40,$526.09 ,4.3,Auction,$500k - $1m,cluster5,Five
1406 Virginia Ct # Pnipe5,Pittsburgh,PA,15241,"$744,000.00 ","4,000",4,5,1966,1,1,1,0,1,51,$186.00 ,4.2,New Construction,$500k - $1m,cluster2,Three
682 Country Club Dr,Pittsburgh,PA,15228,"$739,990.00 ","3,358",4,3,1991,0,0,0,1,1,26,$220.37 ,3.7,New Construction,$500k - $1m,cluster6,Three
241 Salem Dr,Pittsburgh,PA,15241,"$735,000.00 ","2,852",4,5,1943,1,0,0,1,1,74,$257.71 ,3.5,House,$500k - $1m,cluster6,Three
120 Marvelwood Pl,Pittsburgh,PA,15215,"$730,000.00 ","3,066",5,5,1907,0,1,1,1,0,110,$238.10 ,4.2,House,$500k - $1m,cluster1,Three
691 Country Club Dr,Pittsburgh,PA,15228,"$729,990.00 ","3,348",4,3,1997,0,1,0,0,1,20,$218.04 ,3.7,New Construction,$500k - $1m,cluster2,Four
270 Fisk,Lawrenceville,PA,15201,"$729,900.00 ",,4,,1997,1,1,1,1,0,,,5,House,$500k - $1m,cluster4,Two
103 Rock Haven Ln,Pittsburgh,PA,15228,"$729,900.00 ","3,953",5,3,1954,1,1,1,0,0,63,$184.64 ,3.2,House,$500k - $1m,cluster2,Three
124 Jefferson Dr,Pittsburgh,PA,15228,"$729,900.00 ",,5,5,1997,0,1,0,1,1,20,,3.4,House,$500k - $1m,cluster1,Three
912 Bellefonte St,Pittsburgh,PA,15232,"$729,900.00 ",,4,5,1907,0,1,0,0,0,110,,3.3,House,$500k - $1m,cluster3,One
4560 Dogwood Dr,Allison Park,PA,15101,"$729,000.00 ",,4,5,2005,1,0,1,1,1,12,,1.3,House,$500k - $1m,cluster6,Three
1217 N Negley Ave,Pittsburgh,PA,15206,"$725,000.00 ","3,754",6,4,1995,0,1,1,1,1,22,$193.13 ,3.2,House,$500k - $1m,cluster6,Three
632 W Waldheim Rd,Pittsburgh,PA,15215,"$725,000.00 ","2,687",4,5,1900,0,0,0,1,1,117,$269.82 ,4.1,House,$500k - $1m,cluster6,Three
522 Fairview Rd,Pittsburgh,PA,15238,"$725,000.00 ","3,886",4,3,1915,0,0,0,0,1,102,$186.57 ,3.6,House,$500k - $1m,cluster3,Two
931 Red Oak Dr,Pittsburgh,PA,15238,"$725,000.00 ",,3,4,1960,0,0,0,0,0,57,,3.1,House,$500k - $1m,cluster3,One
940 Center Ave,Blawnox,PA,15238,"$725,000.00 ",,0,,1965,0,1,0,1,1,,,3.5,Apartment,$500k - $1m,cluster1,Three
249 Johnston Rd,Upper Saint Clair,PA,15241,"$725,000.00 ",,3,5,1905,1,1,0,0,1,,,0.2,House,$500k - $1m,cluster2,Three
262 S Winebiddle St,Pittsburgh,PA,15224,"$720,000.00 ",,0,,1957,1,1,1,0,0,60,,1.1,Apartment,$500k - $1m,cluster5,Five
7020 Pinehurst Dr,Presto,PA,15142,"$719,900.00 ","4,160",4,5,2004,0,0,1,0,0,13,$173.05 ,3.6,House,$500k - $1m,cluster3,One
109 Merriman Mews,Pittsburgh,PA,15203,"$719,000.00 ","3,000",3,3,1924,1,0,1,1,0,93,$239.67 ,4.2,Townhouse,$500k - $1m,cluster4,Two
238 S Negley Ave,Pittsburgh,PA,15206,"$719,000.00 ","5,100",6,4,2005,0,0,1,0,0,12,$140.98 ,3.1,House,$500k - $1m,cluster3,One
1406 Virginia Ct # Oyi378,Pittsburgh,PA,15241,"$714,000.00 ","3,900",4,4,1922,1,0,1,1,1,95,$183.08 ,3.5,New Construction,$500k - $1m,cluster6,Three
112 Vernon Dr,Pittsburgh,PA,15228,"$709,000.00 ","3,800",4,5,1919,1,1,0,0,1,98,$186.58 ,4.9,House,$500k - $1m,cluster2,Three
17 Holland Rd,Pittsburgh,PA,15235,"$700,000.00 ","6,510",4,7,1941,1,1,1,1,1,76,$107.53 ,2.8,House,$500k - $1m,cluster6,Three
3161 Canterbury Dr,Allison Park,PA,15101,"$699,900.00 ",,4,5,2000,1,1,1,1,0,17,,3.1,House,$500k - $1m,cluster4,Two
107 Julianna Dr,Coraopolis,PA,15108,"$699,900.00 ",,7,6,1908,1,0,1,1,1,109,,3.3,House,$500k - $1m,cluster6,Three
2140 English Turn Dr,Presto,PA,15142,"$699,900.00 ","3,982",4,5,1999,1,1,0,0,0,18,$175.77 ,3.2,House,$500k - $1m,cluster2,Three
5638 Northumberland St,Pittsburgh,PA,15217,"$699,900.00 ",,6,5,1941,1,0,0,0,1,76,,4.7,House,$500k - $1m,cluster2,Three
530 E End Ave,Pittsburgh,PA,15221,"$699,900.00 ",,0,,1903,1,0,0,0,1,114,,4.8,Apartment,$500k - $1m,cluster2,Three
251 Sweet Gum Rd,Pittsburgh,PA,15238,"$699,900.00 ","3,285",3,3,2003,1,0,1,1,0,14,$213.06 ,3.3,Townhouse,$500k - $1m,cluster4,Two
2001 Murdstone Rd,Pittsburgh,PA,15241,"$699,900.00 ","3,959",4,3,1970,1,0,1,1,1,47,$176.79 ,3.8,House,$500k - $1m,cluster6,Three
1305 Wellington Dr,Pittsburgh,PA,15241,"$699,900.00 ",,5,6,1911,1,1,1,0,1,106,,3.3,House,$500k - $1m,cluster2,Four
601 Arden Dr,Monroeville,PA,15146,"$699,000.00 ","4,864",4,4,2006,0,1,1,1,0,11,$143.71 ,3.7,House,$500k - $1m,cluster1,Three
804 Persimmon Rd,Sewickley,PA,15143,"$699,000.00 ","2,990",4,3,1952,0,1,1,1,1,65,$233.78 ,3.7,House,$500k - $1m,cluster6,Three
804 Beaver St,Sewickley,PA,15143,"$699,000.00 ",,3,4,1925,0,0,0,0,1,92,,3.1,Condo,$500k - $1m,cluster3,One
105 Saint Andrews Dr,Pittsburgh,PA,15205,"$699,000.00 ",,3,4,1970,1,0,1,0,1,47,,4,House,$500k - $1m,cluster6,Three
715 N Euclid,Highland Park,PA,15206,"$699,000.00 ",,4,4,1972,0,0,1,0,1,,,2.8,New Construction,$500k - $1m,cluster6,Three
501 Glen Arden Dr,Pittsburgh,PA,15208,"$699,000.00 ","3,035",5,5,1974,0,0,0,0,1,43,$230.31 ,3.3,House,$500k - $1m,cluster3,One
500 S Linden Ave,Pittsburgh,PA,15208,"$699,000.00 ",,6,4,2011,0,0,0,1,0,6,,3.4,House,$500k - $1m,cluster1,Four
249 Zuzu Cir,Pittsburgh,PA,15210,"$699,000.00 ",,3,3,1914,1,0,1,1,0,103,,3.1,New Construction,$500k - $1m,cluster4,Two
6643 Beacon St,Pittsburgh,PA,15217,"$699,000.00 ",,4,4,1980,1,1,0,1,1,37,,3.8,House,$500k - $1m,cluster2,Three
48 Waterfront Dr,Pittsburgh,PA,15222,"$699,000.00 ","2,697",4,4,2014,1,0,1,0,1,3,$259.18 ,1.8,Townhouse,$500k - $1m,cluster6,Three
124 N Woodland Rd,Pittsburgh,PA,15232,"$699,000.00 ",,3,3,1937,1,0,1,1,0,80,,3.1,House,$500k - $1m,cluster4,Two
15 Teal Dr,Pittsburgh,PA,15238,"$699,000.00 ","3,106",4,4,1911,0,1,1,1,1,106,$225.05 ,4.2,House,$500k - $1m,cluster6,Four
58 Summer Duck Way,Pittsburgh,PA,15238,"$699,000.00 ","6,331",5,6,1935,0,1,0,0,0,82,$110.41 ,0.2,House,$500k - $1m,cluster3,One
9 Overlook Dr,Pittsburgh,PA,15238,"$699,000.00 ",,4,4,1960,0,0,1,0,1,57,,3.5,House,$500k - $1m,cluster6,Three
1406 Virginia Ct # 531Ic7,Pittsburgh,PA,15241,"$699,000.00 ","3,300",4,4,1905,1,1,0,0,1,112,$211.82 ,2.2,New Construction,$500k - $1m,cluster2,Three
1669 Gloucester Ct,Sewickley,PA,15143,"$698,500.00 ","5,234",5,6,1921,1,1,1,0,1,96,$133.45 ,1,House,$500k - $1m,cluster2,Three
501 Grandview Ave # 2001,Mt Washington,PA,15211,"$696,888.00 ",,2,2,1983,1,1,1,1,1,,,2.9,Condo,$500k - $1m,cluster6,Four
152 S Fairmount St,Pittsburgh,PA,15206,"$695,000.00 ",,0,,1957,1,1,1,0,1,60,,4.5,House,$500k - $1m,cluster2,Four
138 Vernon Dr,Pittsburgh,PA,15228,"$695,000.00 ",,5,6,1969,1,1,0,1,0,48,,4,House,$500k - $1m,cluster1,Four
Newport Dr,Pittsburgh,PA,15234,"$692,000.00 ","1,296",3,2,1939,1,1,0,1,0,78,$533.95 ,3.3,Auction,$500k - $1m,cluster5,Five
9 Willow Farms Ln,Pittsburgh,PA,15238,"$686,000.00 ",,,,1922,0,1,1,1,0,95,,4.4,Lot/Land,$500k - $1m,cluster1,Four
