address,city,state,zip, price , sqft ,bedrooms,bathrooms,property age,age in years,parking,heating,basement,attic,green_bldg, price_per_sqft ,seller_rating,sale_type,price_range,cluster,property_score
300 Pasadena Dr N,Pittsburgh,PA,15215," $975,000 ",,5,4,1917,100,1,1,0,0,0,,4.9,House For Sale,$500k - $1m,cluster2,3.9
5529 Dunmoyle Ave,Pittsburgh,PA,15217," $975,000 ",,8,5,1953,64,0,0,0,0,1,,5,House For Sale,$500k - $1m,cluster3,1.8
627 Woodvalley Dr,Pittsburgh,PA,15238," $975,000 ",,5,6,1912,105,0,0,0,1,0,,3.3,House For Sale,$500k - $1m,cluster1,3.8
3006 Whispering Creek Dr,Allison Park,PA,15101," $974,900 "," 4,900 ",5,5,1929,88,0,1,0,0,0, $198.96 ,4,House For Sale,$500k - $1m,cluster3,1.6
824 Beaver St,Sewickley,PA,15143," $974,900 "," 4,516 ",7,6,1967,50,0,0,0,1,1, $215.88 ,3.8,House For Sale,$500k - $1m,cluster6,3.4
1430 Laurel Dr,Sewickley,PA,15143," $974,800 ",,3,5,1956,61,0,0,0,0,0,,4,Townhouse For Sale,$500k - $1m,cluster3,1.9
590 Beaver St,Sewickley,PA,15143," $965,000 ",,0,,1970,47,1,1,0,0,0,,3.3,House For Sale,$500k - $1m,cluster2,3.6
100 Vista Circle 506 # 506,O_Hara,PA,15238," $961,740 ",,3,4,1990,,1,1,0,1,1,,4.2,Condo For Sale,$500k - $1m,cluster2,3.8
3016 Fallbrook Dr,Coraopolis,PA,15108," $950,000 "," 4,500 ",4,5,1985,32,0,0,0,1,1, $211.11 ,3.1,House For Sale,$500k - $1m,cluster6,3.3
670 Beatty Rd,Monroeville,PA,15146," $950,000 ",,0,,1955,62,1,1,0,1,1,,4.9,House For Sale,$500k - $1m,cluster2,4.2
335 Red Oak Ct,Monroeville,PA,15146," $950,000 "," 6,000 ",3,4,1968,49,0,1,1,1,0, $158.33 ,4.9,House For Sale,$500k - $1m,cluster1,3.1
5126 Westminster Pl,Pittsburgh,PA,15232," $950,000 "," 10,890 ",,,2002,15,1,1,1,1,0, $87.24 ,3.9,Lot/Land For Sale,$500k - $1m,cluster4,2
7943 Dollman Rd,Pittsburgh,PA,15235," $950,000 ",,7,4.5,1917,100,0,1,0,1,1,,3.5,House For Sale,$500k - $1m,cluster1,4.3
835 Old Mill Rd,Pittsburgh,PA,15238," $950,000 "," 4,821 ",5,6,2001,16,0,0,1,0,0, $197.05 ,2.3,House For Sale,$500k - $1m,cluster3,1.9
201 Ridgehaven Ln,Pittsburgh,PA,15238," $950,000 "," 5,421 ",5,4,1937,80,0,0,1,1,0, $175.24 ,4.7,House For Sale,$500k - $1m,cluster4,2
232 Linden Ct,Sewickley,PA,15143," $949,500 ",,4,4,1991,26,1,1,1,1,1,,3.1,House For Sale,$500k - $1m,cluster6,3.5
1244 Southgate Dr,Pittsburgh,PA,15241," $938,000 ",,5,4,1959,58,0,0,0,0,1,,3.4,House For Sale,$500k - $1m,cluster3,1.4
5000 Silent Meadow Ct LOT 11,Glenshaw,PA,15116," $925,000 ",,4,4,1942,75,0,1,1,0,1,,3.1,House For Sale,$500k - $1m,cluster2,3.7
1030 Saint Mellion Dr,Presto,PA,15142," $925,000 ",,5,6,1913,104,1,0,1,1,0,,3.4,House For Sale,$500k - $1m,cluster4,2.1
7110 Woodhall Ct,Presto,PA,15142," $925,000 ",,4,4.5,1938,79,1,0,0,0,0,,4,House For Sale,$500k - $1m,cluster3,1
25 Lewin Ln,Pittsburgh,PA,15235," $925,000 ",,6,4,1980,37,1,1,0,0,0,,0.2,House For Sale,$500k - $1m,cluster2,3.8
817 Elm Spring Rd,Pittsburgh,PA,15243," $925,000 ",,3,3,1972,45,0,1,0,1,1,,4.9,House For Sale,$500k - $1m,cluster1,3.5
9700 Foxgrove Ln,Allison Park,PA,15101," $924,900 "," 4,400 ",5,5,2011,6,1,0,1,1,1, $210.20 ,3,House For Sale,$500k - $1m,cluster6,3.1
0 Mckee,White Oak,PA,15131," $900,000 ",,,,2007,10,0,0,0,1,0,,4,Lot/Land For Sale,$500k - $1m,cluster1,4.5
11 Oxford Rd,Pittsburgh,PA,15202," $899,900 ",,5,5,2005,12,1,0,0,0,0,,1.6,House For Sale,$500k - $1m,cluster3,1.3
6212 Howe St,Pittsburgh,PA,15206," $899,900 "," 3,288 ",4,4,1977,40,1,1,1,1,1, $273.69 ,4.3,House For Sale,$500k - $1m,cluster6,3.1
4035 Liberty Ave # 410,Bloomfield,PA,15224," $899,900 ",,3,3,1978,,0,1,1,0,0,,4.1,Condo For Sale,$500k - $1m,cluster3,1.7
4035 Liberty Avenue 410 # 410,Pittsburgh,PA,15224," $899,900 ",,3,3,2008,9,0,1,0,0,1,,0.4,Townhouse For Sale,$500k - $1m,cluster2,3.5
2320 Morrow Rd,Pittsburgh,PA,15241," $899,900 "," 5,544 ",5,8,1946,71,1,0,0,1,0, $162.32 ,0.3,House For Sale,$500k - $1m,cluster4,2
138 Oakhurst Rd,Pittsburgh,PA,15215," $899,000 "," 5,195 ",4,5,1915,102,0,0,1,1,1, $173.05 ,4.3,House For Sale,$500k - $1m,cluster6,3.9
620 S Negley Ave,Pittsburgh,PA,15232," $899,000 "," 4,585 ",4,4,1944,73,0,1,0,0,1, $196.07 ,3.9,House For Sale,$500k - $1m,cluster2,3.6
101 Hohman Ln,Pittsburgh,PA,15237," $899,000 "," 4,634 ",6,5,1939,78,1,1,1,1,0, $194.00 ,3.8,House For Sale,$500k - $1m,cluster4,2.6
108 Dogwood Ln,Blawnox,PA,15238," $899,000 ",,4,5,1960,,1,0,0,0,1,,5,House For Sale,$500k - $1m,cluster2,4
2363 Golfview Dr,Pittsburgh,PA,15241," $899,000 ",,4,6,1941,76,1,1,1,0,1,,4.1,House For Sale,$500k - $1m,cluster2,3.9
501 Grandview Ave # 3001,Pittsburgh,PA,15211," $898,800 "," 2,000 ",2,3,2004,13,1,0,1,1,0, $449.40 ,4,Condo For Sale,$500k - $1m,cluster4,2.7
144 Riding Trail Ln,Pittsburgh,PA,15215," $897,900 ",,4,4,1968,49,0,0,0,1,1,,3.6,House For Sale,$500k - $1m,cluster6,3.1
45 Pleasant View Ln,Pittsburgh,PA,15238," $895,000 ",,4,4,1941,76,0,0,0,1,0,,4.8,House For Sale,$500k - $1m,cluster1,4.5
111 Pheasant Ln,Plum Boro,PA,15239," $895,000 ",,3,3,1956,,1,1,0,0,0,,3.6,House For Sale,$500k - $1m,cluster2,3.1
707 The Gardens Dr,Pittsburgh,PA,15238," $890,000 ",,3,2,1928,89,1,1,0,1,0,,3.5,Condo For Sale,$500k - $1m,cluster1,4.1
61 Mallard Dr,Pittsburgh,PA,15238," $890,000 ",,,,1903,114,0,1,0,1,0,,4.2,Lot/Land For Sale,$500k - $1m,cluster1,4.4
1003 Elmhurst Rd,Pittsburgh,PA,15215," $889,000 ",,6,4,1974,43,1,0,0,1,0,,0.1,House For Sale,$500k - $1m,cluster4,2.5
7091 Pinehurst Dr,Presto,PA,15142," $884,900 ",,4,4,1998,19,0,1,1,1,1,,4.9,House For Sale,$500k - $1m,cluster6,4
922-924 Beaver St,Sewickley,PA,15143," $879,000 ",,14,7,1977,40,0,1,0,1,1,,4.7,House For Sale,$500k - $1m,cluster1,3.3
1130 Saint Mellion Dr,Presto,PA,15142," $875,000 "," 3,840 ",5,6,1942,75,0,1,1,0,0, $227.86 ,4.6,House For Sale,$500k - $1m,cluster3,1.2
1422 Beechwood Blvd,Pittsburgh,PA,15217," $875,000 "," 3,500 ",3,4,1953,64,0,0,1,0,0, $250.00 ,4,Condo For Sale,$500k - $1m,cluster3,1.6
610 Pitcairn Pl,Pittsburgh,PA,15232," $875,000 ",,5,5,1925,92,1,1,1,1,1,,3.4,House For Sale,$500k - $1m,cluster6,3.8
322 Red Oak Ct,Monroeville,PA,15146," $850,000 ",,4,6,1947,70,0,0,1,0,1,,2.9,House For Sale,$500k - $1m,cluster6,3.9
300 Chaucer Ct N,Sewickley,PA,15143," $850,000 "," 3,472 ",4,4,1965,52,1,0,0,1,0, $244.82 ,4.2,House For Sale,$500k - $1m,cluster4,2.3
1417 Alabama Ave,Pittsburgh,PA,15216," $849,900 ",,0,,1915,102,0,0,1,1,1,,3.9,House For Sale,$500k - $1m,cluster6,3.1
501 Old Orchard Trl,Pittsburgh,PA,15238," $849,900 ",,5,6,1931,86,0,1,0,1,0,,3.9,House For Sale,$500k - $1m,cluster1,4.5
6104 Kentucky Ave,Pittsburgh,PA,15206," $849,000 "," 3,497 ",5,4,1997,20,1,1,1,0,1, $242.78 ,5,House For Sale,$500k - $1m,cluster2,4.3
2 Twin Pine Ct,Pittsburgh,PA,15215," $849,000 ",,4,5,1938,79,1,1,0,1,0,,3.1,House For Sale,$500k - $1m,cluster1,3.4
611 Berkshire Dr,Pittsburgh,PA,15215," $849,000 ",,4,5,1954,63,1,1,0,0,1,,1,House For Sale,$500k - $1m,cluster2,4.3
1050 Fox Chapel Rd,Pittsburgh,PA,15238," $849,000 ",,4,4,1957,60,1,0,1,0,1,,3.4,House For Sale,$500k - $1m,cluster6,3.4
621 Woodvalley Dr,Pittsburgh,PA,15238," $849,000 ",,4,5,1945,72,1,1,1,0,1,,3.4,House For Sale,$500k - $1m,cluster2,3.8
30 Wilson Dr,Ben Avon Heights,PA,15202," $839,000 "," 3,937 ",5,6,1903,,1,1,1,1,1, $213.11 ,5,House For Sale,$500k - $1m,cluster6,3.7
690 Country Club Dr,Pittsburgh,PA,15228," $829,990 "," 3,987 ",4,4,2012,5,0,0,0,0,0, $208.17 ,3.7,New Construction,$500k - $1m,cluster3,1
125 S Lexington Ave,Pittsburgh,PA,15208," $829,000 ",,5,4,1933,84,1,1,0,0,1,,3.8,House For Sale,$500k - $1m,cluster2,3.3
621 Twin Pine Rd,Pittsburgh,PA,15215," $829,000 "," 3,808 ",4,5,1931,86,0,1,1,0,1, $217.70 ,3.1,House For Sale,$500k - $1m,cluster2,4.1
234 Broad St,Sewickley,PA,15143," $825,000 ",,4,5,2003,14,0,0,0,1,0,,2.2,House For Sale,$500k - $1m,cluster1,3.3
95 Quail Hill Rd,Pittsburgh,PA,15238," $819,900 ",,4,5,1943,74,0,1,0,1,1,,2.6,House For Sale,$500k - $1m,cluster1,3
2089 Hycroft Dr,Pittsburgh,PA,15241," $819,000 "," 3,847 ",4,4,1978,39,1,0,0,1,1, $212.89 ,3.1,House For Sale,$500k - $1m,cluster6,3.5
Seavey Rd,Pittsburgh,PA,15209," $817,000 "," 2,601 ",3,1,1990,27,1,0,0,0,0, $314.11 ,1.9,Pre-Foreclosure (Auction),$500k - $1m,cluster5,4.7
686 Country Club Dr,Pittsburgh,PA,15228," $809,990 "," 3,600 ",4,4,1925,92,1,0,1,1,1, $225.00 ,2.6,New Construction,$500k - $1m,cluster6,3.9
695 Country Club Dr,Pittsburgh,PA,15228," $809,990 "," 3,600 ",4,4,1910,107,0,0,0,1,1, $225.00 ,3.2,New Construction,$500k - $1m,cluster6,3.3
42 Windom Hill Pl,Pittsburgh,PA,15203," $803,000 ",,3,3,2005,12,0,1,1,1,0,,3.5,Townhouse For Sale,$500k - $1m,cluster1,4.4
149 Backbone Rd,Sewickley,PA,15143," $800,000 "," 3,433 ",4,3,2005,12,1,1,0,1,1, $233.03 ,4.6,House For Sale,$500k - $1m,cluster2,4.3
LT 201/204 Barberry Ln,Upper St. Clair,PA,15241," $799,999 ",,4,4,1904,,1,0,1,1,1,,4.3,House For Sale,$500k - $1m,cluster6,3.4
4466 Middle Rd,Allison Park,PA,15101," $799,900 ",,6,6,1997,20,1,1,0,0,0,,3.5,House For Sale,$500k - $1m,cluster2,3.4
331 Red Oak Ct,Monroeville,PA,15146," $799,900 "," 3,304 ",4,7,1930,87,0,0,1,1,0, $242.10 ,4.3,House For Sale,$500k - $1m,cluster4,2.5
1801 Cheviot Rd,Franklin Park,PA,15143," $799,900 ",,4,4,1906,111,0,1,0,0,0,,0.1,House For Sale,$500k - $1m,cluster3,1.8
235 Elwick St,Sewickley,PA,15143," $799,900 ",,5,4,1911,106,0,0,1,0,1,,3.3,House For Sale,$500k - $1m,cluster6,3.8
537 N Neville 3g # 3G,Oakland,PA,15213," $799,900 ",,2,2,1997,,1,1,0,1,1,,3.7,Condo For Sale,$500k - $1m,cluster2,3.6
5 Widgeon Dr,Pittsburgh,PA,15238," $799,900 "," 4,169 ",4,5,1984,33,1,0,1,1,0, $191.87 ,4.7,House For Sale,$500k - $1m,cluster4,2.4
322 Church Ln,Pittsburgh,PA,15238," $799,900 ",,4,5,2009,8,0,0,0,1,1,,3.3,House For Sale,$500k - $1m,cluster6,3.6
1340 High Oak Ct,Pittsburgh,PA,15241," $799,900 "," 4,846 ",5,7,1986,31,1,0,0,0,0, $165.06 ,3.4,House For Sale,$500k - $1m,cluster3,1.6
4396 Middle Rd,Allison Park,PA,15101," $799,000 "," 5,450 ",6,6,1922,95,1,1,0,0,0, $146.61 ,4.4,House For Sale,$500k - $1m,cluster2,3.5
3281 Long Meadow Dr # 58,Allison Park,PA,15101," $799,000 ",,5,5,1990,27,0,0,1,0,1,,3.9,Condo For Sale,$500k - $1m,cluster6,3.9
308 Meadow Ln,Sewickley,PA,15143," $799,000 "," 3,641 ",5,4,1919,98,0,1,1,1,0, $219.45 ,4.1,House For Sale,$500k - $1m,cluster1,3.2
411 Woodland Rd,Sewickley,PA,15143," $799,000 "," 2,973 ",4,4,1930,87,0,0,0,0,0, $268.75 ,1.3,House For Sale,$500k - $1m,cluster3,1.4
309 Quaker Rd,Sewickley,PA,15143," $799,000 "," 3,288 ",5,5,2012,5,0,1,1,1,1, $243.00 ,4.7,House For Sale,$500k - $1m,cluster6,3.9
1601 Fieldstone Ln,Sewickley,PA,15143," $799,000 "," 4,684 ",5,5,1904,113,0,1,1,1,0, $170.58 ,3.4,House For Sale,$500k - $1m,cluster1,3
6956 Blenheim Ct,Pittsburgh,PA,15208," $799,000 "," 2,413 ",5,4,1976,41,1,0,1,1,0, $331.12 ,2.4,House For Sale,$500k - $1m,cluster4,2.4
6220 Mellon Park Ct,Pittsburgh,PA,15232," $799,000 ",,4,3,1901,116,0,0,1,1,1,,0.2,House For Sale,$500k - $1m,cluster6,3
1512 Fox Chapel Rd,Pittsburgh,PA,15238," $799,000 ",,0,,2008,9,0,0,1,1,0,,3.7,Lot/Land For Sale,$500k - $1m,cluster4,2
874 Field Club Rd,Pittsburgh,PA,15238," $798,000 ",,4,4,1956,61,1,0,1,0,1,,3.4,House For Sale,$500k - $1m,cluster6,4
2333 Southampton Dr,Pittsburgh,PA,15241," $795,000 ",,5,6,1960,57,1,0,0,0,0,,3.5,House For Sale,$500k - $1m,cluster3,2
1351 Redfern Dr,Pittsburgh,PA,15241," $790,000 "," 7,000 ",6,5,1930,87,1,0,1,0,0, $112.86 ,3.3,House For Sale,$500k - $1m,cluster4,2.5
2542 Edgewood Dr,Upper St Clair,PA,15241," $789,900 ",,4,4,1912,,1,0,1,0,0,,3.3,House For Sale,$500k - $1m,cluster4,2.1
2341 Engelwood Dr,Pittsburgh,PA,15241," $789,900 "," 5,300 ",5,4,2009,8,0,1,1,1,1, $149.04 ,4,House For Sale,$500k - $1m,cluster6,3.2
501 Grandview Ave # 3002,Mt Washington,PA,15211," $788,888 ",,3,2,1986,,0,0,1,0,0,,1.7,New Construction,$500k - $1m,cluster3,1.8
311 Church Ln,Sewickley,PA,15143," $788,600 "," 2,308 ",4,5,2004,13,1,0,0,1,1, $341.68 ,4.5,House For Sale,$500k - $1m,cluster6,3.4
709 Ridgefield Ave,Pittsburgh,PA,15216," $785,000 ",,5,5,1924,93,0,0,0,1,0,,2.1,House For Sale,$500k - $1m,cluster1,4.1
214 Highland Rd,Blawnox,PA,15238," $785,000 "," 4,188 ",4,4,1989,,1,0,0,1,1, $187.44 ,4,House For Sale,$500k - $1m,cluster6,3.6
6317 Kentucky Ave,Pittsburgh,PA,15206," $779,000 "," 3,578 ",5,4,1901,116,0,1,0,0,1, $217.72 ,3.5,House For Sale,$500k - $1m,cluster2,4.3
1446 Peterson Pl,Pittsburgh,PA,15241," $779,000 "," 3,929 ",5,7,1993,24,1,1,0,0,1, $198.27 ,0.8,House For Sale,$500k - $1m,cluster2,3.8
7 Harvester Ct,Sewickley,PA,15143," $775,000 "," 4,348 ",4,4,1912,105,1,0,0,1,0, $178.24 ,4.7,House For Sale,$500k - $1m,cluster4,2.5
6358 Aurelia St,Pittsburgh,PA,15206," $775,000 "," 2,742 ",5,4,2001,16,1,0,1,0,0, $282.64 ,3.9,House For Sale,$500k - $1m,cluster4,3
5613 Howe St,Pittsburgh,PA,15232," $775,000 ",,4,4,1909,108,1,1,0,1,1,,1.7,House For Sale,$500k - $1m,cluster2,3.5
316 Peebles St,Sewickley,PA,15143," $769,000 "," 2,916 ",4,3,1951,66,1,0,1,1,1, $263.72 ,2,House For Sale,$500k - $1m,cluster6,3.4
1239 Southgate Dr,Pittsburgh,PA,15241," $769,000 ",,5,6,1998,19,1,1,0,0,0,,3.7,House For Sale,$500k - $1m,cluster2,3.8
440 William St,Mount Washington,PA,15211," $767,000 ",,,,1933,,0,0,0,1,0,,3.5,Lot/Land For Sale,$500k - $1m,cluster1,3.5
522 Boundary St,Sewickley,PA,15143," $765,000 ",,3,3,1984,33,1,0,1,1,1,,4,House For Sale,$500k - $1m,cluster6,4
399 Bailey Ave,Pittsburgh,PA,15211," $760,000 "," 1,000 ",0,,1905,112,1,1,0,1,0, $760.00 ,3.1,Apartment For Sale,$500k - $1m,cluster1,4.4
102 Millstone Ln,Pittsburgh,PA,15238," $760,000 ",,4,5,1993,24,0,1,1,1,1,,3.2,House For Sale,$500k - $1m,cluster6,3.9
5 Kevin Dr,Sewickley,PA,15143," $759,000 "," 4,590 ",5,5,2014,3,0,0,1,1,0, $165.36 ,1.9,House For Sale,$500k - $1m,cluster4,2.5
100 Vista Circle 515 # 515,O_Hara,PA,15238," $757,575 ",,3,3,1987,,1,0,1,1,0,,4,Condo For Sale,$500k - $1m,cluster4,2
166 39th St,Pittsburgh,PA,15201," $750,000 "," 3,900 ",0,,1947,70,1,0,0,1,1, $192.31 ,4.6,For Sale by Owner,$500k - $1m,cluster6,3.3
220 38th St,Pittsburgh,PA,15201," $750,000 ",,3,3.5,1933,84,1,1,1,1,1,,2.1,New Construction,$500k - $1m,cluster6,3.1
100 Denniston Ave 431 # 431,Shadyside,PA,15206," $750,000 ",,3,3,1969,,1,0,0,1,0,,3.2,Condo For Sale,$500k - $1m,cluster4,2
600 Berkshire Dr,Pittsburgh,PA,15215," $750,000 ",,4,4,1912,105,0,1,1,0,0,,1.5,House For Sale,$500k - $1m,cluster3,1.9
901 W Waldheim Rd,Pittsburgh,PA,15215," $750,000 ",,6,4,1944,73,1,1,0,1,0,,3.7,House For Sale,$500k - $1m,cluster1,3.7
1520 Shady Ave,Pittsburgh,PA,15217," $750,000 ",,5,3,2004,13,0,0,0,0,1,,1.5,House For Sale,$500k - $1m,cluster3,1.2
1162 Murrayhill Ave,Pittsburgh,PA,15217," $750,000 "," 2,795 ",5,3,2004,13,1,1,0,0,1, $268.34 ,0.5,House For Sale,$500k - $1m,cluster2,4.4
850 Hulton Rd,Oakmont,PA,15139," $749,900 "," 3,327 ",5,4,1942,75,0,0,0,0,1, $225.40 ,3.1,House For Sale,$500k - $1m,cluster3,1.7
1120 Harvard Rd,Pittsburgh,PA,15205," $749,900 ",,4,4,1971,46,0,0,1,1,1,,3.5,House For Sale,$500k - $1m,cluster6,3.6
924 Beech Ave,Pittsburgh,PA,15233," $749,900 ",,6,3,1900,117,1,1,0,1,1,,4.5,House For Sale,$500k - $1m,cluster2,4.1
170 Seegar Rd,Pittsburgh,PA,15241," $749,900 "," 3,200 ",3,3,2013,4,1,1,0,0,1, $234.34 ,4.2,House For Sale,$500k - $1m,cluster2,3
104 Lamar Rd,Pittsburgh,PA,15241," $749,900 ",,4,5,1946,71,1,1,1,0,0,,4.4,House For Sale,$500k - $1m,cluster2,4.5
2164 Truxton Dr,Pittsburgh,PA,15241," $749,900 "," 3,720 ",5,6,1987,30,0,1,0,0,1, $201.59 ,4.2,House For Sale,$500k - $1m,cluster2,3.7
213 Lytton Ave,Pittsburgh,PA,15213," $749,000 "," 2,662 ",5,4,2006,11,1,1,1,1,0, $281.37 ,2.9,House For Sale,$500k - $1m,cluster4,2.3
75 Waterfront Dr,Pittsburgh,PA,15222," $749,000 "," 2,600 ",3,4,1985,32,1,0,1,1,1, $288.08 ,4.6,Townhouse For Sale,$500k - $1m,cluster6,3.1
Fruitwood Dr,Bethel Park,PA,15102," $746,000 "," 1,418 ",3,1.5,1977,40,1,0,0,1,1, $526.09 ,4.3,Pre-Foreclosure (Auction),$500k - $1m,cluster5,4.6
1406 Virginia Ct # PNIPE5,Pittsburgh,PA,15241," $744,000 "," 4,000 ",4,5,1966,51,1,1,1,0,1, $186.00 ,4.2,New Construction,$500k - $1m,cluster2,3
682 Country Club Dr,Pittsburgh,PA,15228," $739,990 "," 3,358 ",4,3,1991,26,0,0,0,1,1, $220.37 ,3.7,New Construction,$500k - $1m,cluster6,3.3
241 Salem Dr,Pittsburgh,PA,15241," $735,000 "," 2,852 ",4,5,1943,74,1,0,0,1,1, $257.71 ,3.5,House For Sale,$500k - $1m,cluster6,3
120 Marvelwood Pl,Pittsburgh,PA,15215," $730,000 "," 3,066 ",5,5,1907,110,0,1,1,1,0, $238.10 ,4.2,House For Sale,$500k - $1m,cluster1,3.3
691 Country Club Dr,Pittsburgh,PA,15228," $729,990 "," 3,348 ",4,3,1997,20,0,1,0,0,1, $218.04 ,3.7,New Construction,$500k - $1m,cluster2,4.5
270 Fisk,Lawrenceville,PA,15201," $729,900 ",,4,,1997,,1,1,1,1,0,,5,House For Sale,$500k - $1m,cluster4,2.7
103 Rock Haven Ln,Pittsburgh,PA,15228," $729,900 "," 3,953 ",5,3,1954,63,1,1,1,0,0, $184.64 ,3.2,House For Sale,$500k - $1m,cluster2,3.4
124 Jefferson Dr,Pittsburgh,PA,15228," $729,900 ",,5,5,1997,20,0,1,0,1,1,,3.4,House For Sale,$500k - $1m,cluster1,3.9
912 Bellefonte St,Pittsburgh,PA,15232," $729,900 ",,4,5,1907,110,0,1,0,0,0,,3.3,House For Sale,$500k - $1m,cluster3,1.7
4560 Dogwood Dr,Allison Park,PA,15101," $729,000 ",,4,5,2005,12,1,0,1,1,1,,1.3,House For Sale,$500k - $1m,cluster6,3
1217 N Negley Ave,Pittsburgh,PA,15206," $725,000 "," 3,754 ",6,4,1995,22,0,1,1,1,1, $193.13 ,3.2,House For Sale,$500k - $1m,cluster6,3
632 W Waldheim Rd,Pittsburgh,PA,15215," $725,000 "," 2,687 ",4,5,1900,117,0,0,0,1,1, $269.82 ,4.1,House For Sale,$500k - $1m,cluster6,3.5
522 Fairview Rd,Pittsburgh,PA,15238," $725,000 "," 3,886 ",4,3,1915,102,0,0,0,0,1, $186.57 ,3.6,House For Sale,$500k - $1m,cluster3,2
931 Red Oak Dr,Pittsburgh,PA,15238," $725,000 ",,3,4,1960,57,0,0,0,0,0,,3.1,House For Sale,$500k - $1m,cluster3,1.5
940 Center Ave,Blawnox,PA,15238," $725,000 ",,0,,1965,,0,1,0,1,1,,3.5,Apartment For Sale,$500k - $1m,cluster1,3.5
249 Johnston Rd,Upper Saint Clair,PA,15241," $725,000 ",,3,4.5,1905,,1,1,0,0,1,,0.2,House For Sale,$500k - $1m,cluster2,3.1
262 S Winebiddle St,Pittsburgh,PA,15224," $720,000 ",,0,,1957,60,1,1,1,0,0,,1.1,Apartment For Sale,$500k - $1m,cluster5,4.8
7020 Pinehurst Dr,Presto,PA,15142," $719,900 "," 4,160 ",4,5,2004,13,0,0,1,0,0, $173.05 ,3.6,House For Sale,$500k - $1m,cluster3,1.4
109 Merriman Mews,Pittsburgh,PA,15203," $719,000 "," 3,000 ",3,3,1924,93,1,0,1,1,0, $239.67 ,4.2,Townhouse For Sale,$500k - $1m,cluster4,2.5
238 S Negley Ave,Pittsburgh,PA,15206," $719,000 "," 5,100 ",6,4,2005,12,0,0,1,0,0, $140.98 ,3.1,House For Sale,$500k - $1m,cluster3,1.8
1406 Virginia Ct # OYI378,Pittsburgh,PA,15241," $714,000 "," 3,900 ",4,4,1922,95,1,0,1,1,1, $183.08 ,3.5,New Construction,$500k - $1m,cluster6,3
112 Vernon Dr,Pittsburgh,PA,15228," $709,000 "," 3,800 ",4,5,1919,98,1,1,0,0,1, $186.58 ,4.9,House For Sale,$500k - $1m,cluster2,3.9
17 Holland Rd,Pittsburgh,PA,15235," $700,000 "," 6,510 ",4,7,1941,76,1,1,1,1,1, $107.53 ,2.8,House For Sale,$500k - $1m,cluster6,3.9
3161 Canterbury Dr,Allison Park,PA,15101," $699,900 ",,4,5,2000,17,1,1,1,1,0,,3.1,House For Sale,$500k - $1m,cluster4,2
107 Julianna Dr,Coraopolis,PA,15108," $699,900 ",,7,6,1908,109,1,0,1,1,1,,3.3,House For Sale,$500k - $1m,cluster6,3.3
2140 English Turn Dr,Presto,PA,15142," $699,900 "," 3,982 ",4,5,1999,18,1,1,0,0,0, $175.77 ,3.2,House For Sale,$500k - $1m,cluster2,3.1
5638 Northumberland St,Pittsburgh,PA,15217," $699,900 ",,6,5,1941,76,1,0,0,0,1,,4.7,House For Sale,$500k - $1m,cluster2,3.9
530 E End Ave,Pittsburgh,PA,15221," $699,900 ",,0,,1903,114,1,0,0,0,1,,4.8,Apartment For Sale,$500k - $1m,cluster2,3.2
251 Sweet Gum Rd,Pittsburgh,PA,15238," $699,900 "," 3,285 ",3,3,2003,14,1,0,1,1,0, $213.06 ,3.3,Townhouse For Sale,$500k - $1m,cluster4,2.7
2001 Murdstone Rd,Pittsburgh,PA,15241," $699,900 "," 3,959 ",4,3,1970,47,1,0,1,1,1, $176.79 ,3.8,House For Sale,$500k - $1m,cluster6,3.8
1305 Wellington Dr,Pittsburgh,PA,15241," $699,900 ",,5,6,1911,106,1,1,1,0,1,,3.3,House For Sale,$500k - $1m,cluster2,4
601 Arden Dr,Monroeville,PA,15146," $699,000 "," 4,864 ",4,4,2006,11,0,1,1,1,0, $143.71 ,3.7,House For Sale,$500k - $1m,cluster1,3.2
804 Persimmon Rd,Sewickley,PA,15143," $699,000 "," 2,990 ",4,3,1952,65,0,1,1,1,1, $233.78 ,3.7,House For Sale,$500k - $1m,cluster6,3.1
804 Beaver St,Sewickley,PA,15143," $699,000 ",,3,4,1925,92,0,0,0,0,1,,3.1,Condo For Sale,$500k - $1m,cluster3,1.2
105 Saint Andrews Dr,Pittsburgh,PA,15205," $699,000 ",,3,4,1970,47,1,0,1,0,1,,4,House For Sale,$500k - $1m,cluster6,3.1
715 N Euclid,Highland Park,PA,15206," $699,000 ",,4,4,1972,,0,0,1,0,1,,2.8,New Construction,$500k - $1m,cluster6,3
501 Glen Arden Dr,Pittsburgh,PA,15208," $699,000 "," 3,035 ",5,5,1974,43,0,0,0,0,1, $230.31 ,3.3,House For Sale,$500k - $1m,cluster3,1.5
500 S Linden Ave,Pittsburgh,PA,15208," $699,000 ",,6,4,2011,6,0,0,0,1,0,,3.4,House For Sale,$500k - $1m,cluster1,4.4
249 Zuzu Cir,Pittsburgh,PA,15210," $699,000 ",,3,3,1914,103,1,0,1,1,0,,3.1,New Construction,$500k - $1m,cluster4,2.9
6643 Beacon St,Pittsburgh,PA,15217," $699,000 ",,4,4,1980,37,1,1,0,1,1,,3.8,House For Sale,$500k - $1m,cluster2,3.1
48 Waterfront Dr,Pittsburgh,PA,15222," $699,000 "," 2,697 ",4,4,2014,3,1,0,1,0,1, $259.18 ,1.8,Townhouse For Sale,$500k - $1m,cluster6,3.4
